Historical Gross Domestic Product Per Capita for Baseline Countries/Regions (in 2010 dollars) 1980-2017,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Updated: 12/13/2018,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Note: Information important for using this table: Because of the use of fixed exchange rates, the base year can make a significant difference in the relative ranking of countries.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Source: Calculated from real GDP and population in the ERS International Macroeconomic Data Sets.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Contact: Lorraine Mitchell (202-694-5234, lmitchel@ers.usda.gov).",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Real Per Capita GDP in 2010 U.S. dollars and Annual Growth Rates (right side of table),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Growth Rates,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,1396.53,1347.37,1442.44,1428.44,1485.55,1539.65,1645.62,1605.22,1758.83,1773.30,1799.40,1895.00,1823.36,1778.97,1934.40,1800.14,1991.19,1930.67,2040.73,2034.47,2046.02,2167.69,2207.34,2310.23,2392.02,2441.88,2596.72,2657.96,2783.92,2870.08,2947.35,3068.88,3127.90,3235.72,3288.05,3403.03,3410.54,3515.81,,-3.52,7.06,-0.97,4.00,3.64,6.88,-2.45,9.57,0.82,1.47,5.31,-3.78,-2.43,8.74,-6.94,10.61,-3.04,5.70,-0.31,0.57,5.95,1.83,4.66,3.54,2.08,6.34,2.36,4.74,3.10,2.69,4.12,1.92,3.45,1.62,3.50,0.22,3.09,2.16,,,,,,,,,,,,,,,,,,
OtherNorthAfrica,5515.89,4939.76,4973.72,4891.33,4740.40,4742.44,4453.03,4155.09,4104.51,4198.53,4199.12,4285.61,4224.34,4038.97,3975.05,3838.51,3932.63,3918.18,3994.98,4050.61,4149.48,4168.82,4246.28,4529.86,4672.27,4931.14,5028.61,5180.92,5236.44,5210.97,5325.21,4474.05,5202.99,5039.07,4849.97,4828.60,4846.29,5008.43,,-10.44,0.69,-1.66,-3.09,0.04,-6.10,-6.69,-1.22,2.29,0.01,2.06,-1.43,-4.39,-1.58,-3.43,2.45,-0.37,1.96,1.39,2.44,0.47,1.86,6.68,3.14,5.54,1.98,3.03,1.07,-0.49,2.19,-15.98,16.29,-3.15,-3.75,-0.44,0.37,3.35,4.10,,,,,,,,,,,,,,,,,,
Algeria,3723.06,3716.00,3830.14,3910.63,4001.99,4024.12,3927.07,3796.89,3654.76,3715.52,3651.77,3519.16,3492.23,3335.65,3233.73,3289.87,3363.49,3344.74,3462.11,3521.32,3604.14,3660.09,3810.65,4027.38,4139.08,4321.46,4328.07,4397.54,4421.10,4410.62,4484.22,4525.23,4588.70,4626.48,4711.98,4799.24,4868.77,4866.25,,-0.19,3.07,2.10,2.34,0.55,-2.41,-3.32,-3.74,1.66,-1.72,-3.63,-0.77,-4.48,-3.06,1.74,2.24,-0.56,3.51,1.71,2.35,1.55,4.11,5.69,2.77,4.41,0.15,1.61,0.54,-0.24,1.67,0.91,1.40,0.82,1.85,1.85,1.45,-0.05,1.30,,,,,,,,,,,,,,,,,,
Libya,23923.40,18306.90,17813.27,16296.10,14369.15,14274.39,12582.07,10462.75,10944.06,11415.21,11529.43,13020.45,12345.17,11585.06,11539.18,9927.77,10117.49,9887.83,9613.74,9430.16,9558.03,9186.24,8908.79,9864.96,10100.64,11079.76,11575.18,12080.84,12175.89,11862.04,12237.26,4917.05,11272.45,9108.26,6654.19,5905.97,5626.64,7008.40,,-23.48,-2.70,-8.52,-11.82,-0.66,-11.86,-16.84,4.60,4.31,1.00,12.93,-5.19,-6.16,-0.40,-13.96,1.91,-2.27,-2.77,-1.91,1.36,-3.89,-3.02,10.73,2.39,9.69,4.47,4.37,0.79,-2.58,3.16,-59.82,129.25,-19.20,-26.94,-11.24,-4.73,24.56,18.35,,,,,,,,,,,,,,,,,,
Tunisia,2005.36,2063.87,2014.53,2070.18,2090.27,2153.25,2069.24,2154.92,2108.68,2102.35,2226.01,2268.88,2400.39,2408.49,2442.47,2463.42,2603.80,2710.66,2807.47,2945.79,3052.86,3136.22,3145.72,3260.49,3430.10,3517.47,3668.93,3879.79,4006.73,4087.68,4184.98,4057.93,4171.13,4240.14,4314.33,4313.74,4313.70,4352.40,,2.92,-2.39,2.76,0.97,3.01,-3.90,4.14,-2.15,-0.30,5.88,1.93,5.80,0.34,1.41,0.86,5.70,4.10,3.57,4.93,3.63,2.73,0.30,3.65,5.20,2.55,4.31,5.75,3.27,2.02,2.38,-3.04,2.79,1.65,1.75,-0.01,0.00,0.90,1.90,,,,,,,,,,,,,,,,,,
SubSaharanAfrica,1463.82,1413.78,1374.55,1318.11,1317.63,1310.54,1269.00,1232.15,1249.24,1253.03,1244.19,1209.01,1161.93,1132.48,1124.92,1132.74,1159.99,1172.14,1170.59,1166.25,1179.23,1194.86,1211.03,1241.04,1352.28,1392.60,1452.31,1517.01,1559.98,1562.05,1603.73,1631.47,1657.32,1693.13,1728.54,1738.35,1718.40,1720.23,,-3.42,-2.78,-4.11,-0.04,-0.54,-3.17,-2.90,1.39,0.30,-0.71,-2.83,-3.89,-2.53,-0.67,0.70,2.41,1.05,-0.13,-0.37,1.11,1.32,1.35,2.48,8.96,2.98,4.29,4.45,2.83,0.13,2.67,1.73,1.58,2.16,2.09,0.57,-1.15,0.11,0.68,,,,,,,,,,,,,,,,,,
Nigeria,1921.32,1618.71,1554.09,1445.53,1389.64,1466.90,1304.63,1134.17,1188.23,1232.56,1354.33,1311.70,1284.09,1278.07,1257.68,1223.02,1252.94,1257.20,1260.80,1236.59,1270.51,1293.34,1307.91,1405.55,1830.58,1845.15,1946.08,2026.56,2099.60,2189.00,2301.73,2354.28,2394.39,2461.59,2553.03,2557.15,2455.08,2415.62,,-15.75,-3.99,-6.99,-3.87,5.56,-11.06,-13.07,4.77,3.73,9.88,-3.15,-2.11,-0.47,-1.60,-2.76,2.45,0.34,0.29,-1.92,2.74,1.80,1.13,7.47,30.24,0.80,5.47,4.14,3.60,4.26,5.15,2.28,1.70,2.81,3.71,0.16,-3.99,-1.61,-0.44,,,,,,,,,,,,,,,,,,
SouthAfrica,6560.13,6701.69,6467.75,6150.05,6261.52,5991.99,5848.07,5829.69,5933.75,5938.46,5789.70,5610.58,5383.98,5340.23,5422.31,5521.18,5688.05,5767.42,5719.39,5779.79,5944.62,6030.69,6167.59,6259.15,6451.99,6698.50,6982.04,7261.72,7395.64,7187.63,7342.07,7534.43,7632.96,7746.35,7802.85,7804.23,7758.00,7782.89,,2.16,-3.49,-4.91,1.81,-4.30,-2.40,-0.31,1.78,0.08,-2.51,-3.09,-4.04,-0.81,1.54,1.82,3.02,1.40,-0.83,1.06,2.85,1.45,2.27,1.48,3.08,3.82,4.23,4.01,1.84,-2.81,2.15,2.62,1.31,1.49,0.73,0.02,-0.59,0.32,0.49,,,,,,,,,,,,,,,,,,
OtherWestAfricanCommunity,829.87,823.46,800.46,749.00,728.39,743.89,746.21,738.44,739.38,732.93,707.35,708.44,687.63,681.78,679.90,694.69,716.43,732.23,749.06,757.93,751.04,758.80,755.51,759.95,766.12,778.64,788.25,799.56,821.96,825.40,843.87,861.21,900.68,935.05,960.59,978.68,1009.38,1056.53,,-0.77,-2.79,-6.43,-2.75,2.13,0.31,-1.04,0.13,-0.87,-3.49,0.15,-2.94,-0.85,-0.28,2.18,3.13,2.21,2.30,1.18,-0.91,1.03,-0.43,0.59,0.81,1.63,1.23,1.44,2.80,0.42,2.24,2.05,4.58,3.82,2.73,1.88,3.14,4.67,3.92,,,,,,,,,,,,,,,,,,
Benin,638.10,680.60,674.93,626.18,655.42,683.19,676.64,646.28,648.00,610.32,644.71,651.24,649.75,656.21,640.46,660.09,668.12,684.56,689.17,702.82,720.13,734.13,743.71,745.14,754.05,742.22,747.11,768.27,781.81,776.43,769.68,769.62,783.68,816.34,843.99,837.92,847.40,870.62,,6.66,-0.83,-7.22,4.67,4.24,-0.96,-4.49,0.27,-5.82,5.63,1.01,-0.23,0.99,-2.40,3.07,1.22,2.46,0.67,1.98,2.46,1.94,1.30,0.19,1.20,-1.57,0.66,2.83,1.76,-0.69,-0.87,-0.01,1.83,4.17,3.39,-0.72,1.13,2.74,3.18,,,,,,,,,,,,,,,,,,
BurkinaFaso,336.80,342.67,366.22,358.31,342.98,362.54,380.75,368.81,378.15,373.96,359.72,379.58,368.00,368.26,360.13,367.94,395.79,407.92,424.44,441.55,435.52,446.91,446.14,463.27,469.19,494.22,509.03,521.33,542.22,541.21,552.89,571.60,590.03,605.37,612.57,617.38,634.49,657.23,,1.74,6.87,-2.16,-4.28,5.70,5.02,-3.14,2.53,-1.11,-3.81,5.52,-3.05,0.07,-2.21,2.17,7.57,3.07,4.05,4.03,-1.36,2.61,-0.17,3.84,1.28,5.33,3.00,2.42,4.01,-0.19,2.16,3.38,3.23,2.60,1.19,0.79,2.77,3.58,2.16,,,,,,,,,,,,,,,,,,
CaboVerde,651.42,697.63,708.17,765.26,783.31,839.18,851.31,875.66,915.16,953.84,947.47,941.19,1015.82,1074.89,1248.10,1390.32,1511.32,1641.10,1806.41,1967.65,2204.53,2210.95,2284.07,2336.97,2530.92,2661.01,2827.13,3204.54,3364.86,3271.98,3271.18,3351.97,3339.91,3319.31,3293.16,3280.88,3360.34,3444.63,,7.09,1.51,8.06,2.36,7.13,1.45,2.86,4.51,4.23,-0.67,-0.66,7.93,5.81,16.11,11.39,8.70,8.59,10.07,8.93,12.04,0.29,3.31,2.32,8.30,5.14,6.24,13.35,5.00,-2.76,-0.02,2.47,-0.36,-0.62,-0.79,-0.37,2.42,2.51,2.73,,,,,,,,,,,,,,,,,,
CotedIvoire,1925.17,1919.05,1852.84,1716.33,1610.14,1622.64,1616.03,1553.37,1515.55,1505.45,1422.17,1362.89,1320.80,1276.56,1240.43,1287.12,1347.08,1361.45,1396.60,1383.70,1320.76,1289.79,1241.27,1198.62,1184.77,1178.66,1171.37,1166.68,1170.70,1183.12,1181.67,1106.43,1199.89,1280.38,1365.66,1457.94,1549.95,1640.10,,-0.32,-3.45,-7.37,-6.19,0.78,-0.41,-3.88,-2.43,-0.67,-5.53,-4.17,-3.09,-3.35,-2.83,3.76,4.66,1.07,2.58,-0.92,-4.55,-2.34,-3.76,-3.44,-1.16,-0.52,-0.62,-0.40,0.34,1.06,-0.12,-6.37,8.45,6.71,6.66,6.76,6.31,5.82,5.08,,,,,,,,,,,,,,,,,,
Gambia,507.59,509.67,491.53,529.67,526.04,500.53,499.79,491.23,492.32,500.11,496.79,491.32,487.16,481.73,464.07,451.29,445.61,452.38,453.92,469.04,481.36,495.86,467.20,486.31,507.10,489.38,482.23,487.12,502.22,521.51,542.20,506.67,522.66,535.30,528.21,539.11,539.56,547.09,,0.41,-3.56,7.76,-0.68,-4.85,-0.15,-1.71,0.22,1.58,-0.66,-1.10,-0.85,-1.12,-3.67,-2.75,-1.26,1.52,0.34,3.33,2.63,3.01,-5.78,4.09,4.28,-3.50,-1.46,1.01,3.10,3.84,3.97,-6.55,3.16,2.42,-1.33,2.06,0.08,1.40,2.53,,,,,,,,,,,,,,,,,,
Ghana,872.93,826.78,751.32,670.96,690.45,702.02,708.74,724.54,747.12,767.01,774.83,798.12,811.69,830.34,838.39,857.78,882.19,903.31,928.47,951.09,967.08,985.73,1008.63,1038.37,1073.21,1111.94,1157.01,1180.74,1261.01,1293.56,1365.00,1522.09,1626.79,1707.84,1737.41,1765.05,1791.24,1901.80,,-5.29,-9.13,-10.70,2.90,1.68,0.96,2.23,3.12,2.66,1.02,3.01,1.70,2.30,0.97,2.31,2.85,2.39,2.79,2.44,1.68,1.93,2.32,2.95,3.36,3.61,4.05,2.05,6.80,2.58,5.52,11.51,6.88,4.98,1.73,1.59,1.48,6.17,5.68,,,,,,,,,,,,,,,,,,
Guinea,570.21,561.93,560.25,555.74,538.58,535.96,535.48,539.73,559.76,567.86,562.52,538.98,536.31,548.16,552.50,559.63,565.17,587.63,600.14,604.09,604.67,621.84,646.02,636.51,635.70,641.75,635.98,663.54,674.26,650.06,663.84,682.77,704.31,712.96,720.16,728.23,783.53,860.25,,-1.45,-0.30,-0.81,-3.09,-0.49,-0.09,0.79,3.71,1.45,-0.94,-4.18,-0.50,2.21,0.79,1.29,0.99,3.97,2.13,0.66,0.10,2.84,3.89,-1.47,-0.13,0.95,-0.90,4.33,1.62,-3.59,2.12,2.85,3.15,1.23,1.01,1.12,7.59,9.79,2.74,,,,,,,,,,,,,,,,,,
GuineaBissau,484.29,559.40,569.69,537.80,573.38,583.57,565.61,568.53,580.82,601.77,623.35,639.58,627.68,621.09,622.56,634.71,694.41,722.30,507.38,501.04,516.48,516.63,501.31,494.23,497.98,509.23,510.67,516.58,522.34,529.10,542.48,574.75,553.84,560.76,555.29,578.16,602.85,626.71,,15.51,1.84,-5.60,6.61,1.78,-3.08,0.52,2.16,3.61,3.59,2.60,-1.86,-1.05,0.24,1.95,9.41,4.02,-29.75,-1.25,3.08,0.03,-2.97,-1.41,0.76,2.26,0.28,1.16,1.12,1.29,2.53,5.95,-3.64,1.25,-0.97,4.12,4.27,3.96,3.08,,,,,,,,,,,,,,,,,,
Liberia,1484.56,1410.45,1335.36,1270.81,1206.26,1159.15,1104.00,1058.30,1003.52,712.18,394.14,386.05,237.99,153.71,121.13,115.65,126.33,239.53,279.68,321.01,397.49,399.22,405.77,282.93,288.26,290.59,297.63,311.11,320.98,328.40,338.45,350.88,364.60,386.70,380.06,370.54,355.41,355.32,,-4.99,-5.32,-4.83,-5.08,-3.90,-4.76,-4.14,-5.18,-29.03,-44.66,-2.05,-38.35,-35.41,-21.19,-4.53,9.23,89.60,16.76,14.78,23.83,0.44,1.64,-30.27,1.88,0.81,2.42,4.53,3.17,2.31,3.06,3.67,3.91,6.06,-1.72,-2.50,-4.09,-0.03,0.90,,,,,,,,,,,,,,,,,,
Mali,461.93,459.47,416.98,415.85,405.88,477.59,479.75,468.88,492.83,501.79,477.52,521.52,495.17,501.03,510.35,502.39,521.81,532.34,557.52,574.61,559.91,629.27,631.47,670.10,661.38,684.37,695.38,698.39,709.69,720.13,735.75,735.29,709.51,707.22,733.62,753.58,773.50,790.22,,-0.53,-9.25,-0.27,-2.40,17.67,0.45,-2.27,5.11,1.82,-4.84,9.22,-5.05,1.18,1.86,-1.56,3.87,2.02,4.73,3.07,-2.56,12.39,0.35,6.12,-1.30,3.48,1.61,0.43,1.62,1.47,2.17,-0.06,-3.51,-0.32,3.73,2.72,2.64,2.16,1.80,,,,,,,,,,,,,,,,,,
Niger,508.45,499.62,495.79,461.06,374.33,393.55,408.43,398.76,415.72,408.39,391.65,389.91,353.91,348.29,351.25,349.00,349.27,347.72,371.76,357.64,341.00,352.93,351.12,356.98,344.86,347.68,354.77,352.96,373.27,357.79,374.50,370.14,400.25,407.51,423.97,428.15,434.95,441.86,,-1.74,-0.77,-7.01,-18.81,5.13,3.78,-2.37,4.25,-1.76,-4.10,-0.44,-9.23,-1.59,0.85,-0.64,0.08,-0.44,6.91,-3.80,-4.65,3.50,-0.51,1.67,-3.39,0.82,2.04,-0.51,5.75,-4.15,4.67,-1.16,8.13,1.81,4.04,0.99,1.59,1.59,2.04,,,,,,,,,,,,,,,,,,
Senegal,881.69,903.34,949.70,876.45,886.13,891.59,895.30,924.72,894.68,902.24,869.27,867.14,854.69,843.86,822.52,844.72,839.97,845.08,872.42,906.27,913.78,931.35,913.36,948.93,978.00,1005.74,1003.38,1025.37,1035.50,1033.24,1048.89,1040.30,1058.91,1068.25,1084.42,1126.37,1173.40,1223.28,,2.46,5.13,-7.71,1.11,0.62,0.42,3.29,-3.25,0.85,-3.65,-0.25,-1.44,-1.27,-2.53,2.70,-0.56,0.61,3.24,3.88,0.83,1.92,-1.93,3.89,3.06,2.84,-0.23,2.19,0.99,-0.22,1.51,-0.82,1.79,0.88,1.51,3.87,4.18,4.25,4.20,,,,,,,,,,,,,,,,,,
SierraLeone,492.41,496.61,509.85,488.80,498.00,461.29,456.60,478.48,434.27,427.07,424.25,423.54,350.17,367.68,371.55,350.33,363.11,345.88,353.88,347.82,363.80,320.97,382.72,401.61,415.41,424.36,432.23,457.50,472.14,476.84,491.46,511.00,575.45,678.98,693.73,538.14,557.48,567.06,,0.85,2.67,-4.13,1.88,-7.37,-1.02,4.79,-9.24,-1.66,-0.66,-0.17,-17.32,5.00,1.05,-5.71,3.65,-4.74,2.31,-1.71,4.59,-11.77,19.24,4.94,3.44,2.16,1.85,5.85,3.20,0.99,3.07,3.98,12.61,17.99,2.17,-22.43,3.59,1.72,3.20,,,,,,,,,,,,,,,,,,
Togo,708.16,661.00,615.37,561.92,572.67,583.69,572.59,555.76,572.34,575.38,554.90,533.07,495.52,422.87,482.63,493.14,512.43,564.27,534.60,532.37,513.45,491.06,473.31,483.30,479.98,474.07,480.59,477.20,473.86,476.35,481.68,491.42,501.12,506.93,522.31,535.79,549.81,565.25,,-6.66,-6.90,-8.69,1.91,1.92,-1.90,-2.94,2.98,0.53,-3.56,-3.93,-7.04,-14.66,14.13,2.18,3.91,10.12,-5.26,-0.42,-3.55,-4.36,-3.61,2.11,-0.69,-1.23,1.38,-0.71,-0.70,0.53,1.12,2.02,1.97,1.16,3.03,2.58,2.62,2.81,2.67,,,,,,,,,,,,,,,,,,
OtherSubSaharanAfrica,760.83,761.98,754.31,752.42,757.15,748.27,754.67,757.68,758.27,755.54,730.59,713.48,682.85,644.87,631.91,649.16,668.27,681.89,686.57,685.18,686.46,701.99,718.32,733.67,768.38,810.42,854.97,915.80,954.37,959.13,983.49,1001.93,1023.07,1051.70,1079.09,1097.57,1101.01,1110.23,,0.15,-1.01,-0.25,0.63,-1.17,0.86,0.40,0.08,-0.36,-3.30,-2.34,-4.29,-5.56,-2.01,2.73,2.94,2.04,0.69,-0.20,0.19,2.26,2.33,2.14,4.73,5.47,5.50,7.11,4.21,0.50,2.54,1.87,2.11,2.80,2.60,1.71,0.31,0.84,1.52,,,,,,,,,,,,,,,,,,
Angola,2561.42,2389.76,2330.66,2344.94,2399.06,2404.29,2391.05,2413.83,2483.18,2406.41,2247.50,2192.95,1992.62,1458.53,1422.81,1576.60,1729.53,1796.38,1822.68,1805.99,1806.53,1827.17,2007.94,2019.39,2136.27,2484.85,2850.34,3383.60,3709.89,3658.62,3645.03,3647.97,3694.07,3799.57,3833.08,3806.50,3642.40,3540.94,,-6.70,-2.47,0.61,2.31,0.22,-0.55,0.95,2.87,-3.09,-6.60,-2.43,-9.14,-26.80,-2.45,10.81,9.70,3.87,1.46,-0.92,0.03,1.14,9.89,0.57,5.79,16.32,14.71,18.71,9.64,-1.38,-0.37,0.08,1.26,2.86,0.88,-0.69,-4.31,-2.79,-1.48,,,,,,,,,,,,,,,,,,
Botswana,2102.89,2210.15,2387.00,2604.45,2730.18,2828.74,2963.95,3214.85,3723.82,4083.85,4231.07,4414.29,4404.88,4348.03,4369.43,4541.18,4673.50,4917.29,4832.41,5180.80,5175.09,5086.09,5295.03,5443.17,5492.35,5641.81,6006.68,6390.68,6672.75,6057.14,6465.34,6742.77,6927.83,7588.37,7776.05,7522.56,7724.17,7784.09,,5.10,8.00,9.11,4.83,3.61,4.78,8.47,15.83,9.67,3.60,4.33,-0.21,-1.29,0.49,3.93,2.91,5.22,-1.73,7.21,-0.11,-1.72,4.11,2.80,0.90,2.72,6.47,6.39,4.41,-9.23,6.74,4.29,2.74,9.53,2.47,-3.26,2.68,0.78,2.91,,,,,,,,,,,,,,,,,,
Burundi,268.17,288.89,279.16,282.20,276.16,302.25,306.17,315.33,323.03,320.02,323.58,331.65,324.78,313.84,307.72,270.67,241.71,230.95,234.92,225.86,217.53,215.66,218.74,209.76,213.40,208.90,213.49,216.84,220.69,221.14,222.22,224.13,225.63,228.38,231.31,215.08,206.97,201.38,,7.73,-3.37,1.09,-2.14,9.45,1.30,2.99,2.44,-0.93,1.11,2.49,-2.07,-3.37,-1.95,-12.04,-10.70,-4.45,1.72,-3.86,-3.69,-0.86,1.43,-4.11,1.74,-2.11,2.20,1.57,1.78,0.21,0.49,0.86,0.67,1.22,1.29,-7.02,-3.77,-2.70,-3.00,,,,,,,,,,,,,,,,,,
Cameroon,1301.83,1464.04,1532.04,1599.63,1666.77,1741.46,1797.03,1701.40,1520.21,1448.15,1319.46,1232.34,1160.20,1038.03,1030.47,1036.88,1052.67,1077.98,1096.58,1113.73,1123.44,1141.83,1157.99,1177.77,1223.62,1214.63,1223.11,1247.92,1255.27,1247.54,1255.57,1273.22,1296.54,1331.21,1373.21,1413.63,1438.87,1446.92,,12.46,4.65,4.41,4.20,4.48,3.19,-5.32,-10.65,-4.74,-8.89,-6.60,-5.85,-10.53,-0.73,0.62,1.52,2.40,1.73,1.56,0.87,1.64,1.42,1.71,3.89,-0.73,0.70,2.03,0.59,-0.62,0.64,1.41,1.83,2.67,3.15,2.94,1.79,0.56,1.87,,,,,,,,,,,,,,,,,,
CentralAfrRep,529.50,507.50,532.36,476.46,504.58,507.99,514.57,477.87,473.33,469.38,446.63,431.64,392.53,382.09,389.38,408.17,383.49,394.47,403.16,407.88,388.66,398.60,405.56,375.80,391.47,388.30,398.97,408.64,408.27,406.44,409.92,414.46,422.36,261.70,258.83,265.54,271.74,277.49,,-4.16,4.90,-10.50,5.90,0.68,1.29,-7.13,-0.95,-0.83,-4.85,-3.36,-9.06,-2.66,1.91,4.82,-6.05,2.86,2.20,1.17,-4.71,2.56,1.75,-7.34,4.17,-0.81,2.75,2.43,-0.09,-0.45,0.86,1.11,1.91,-38.04,-1.09,2.59,2.33,2.11,2.27,,,,,,,,,,,,,,,,,,
Chad,409.59,414.55,416.60,458.82,463.19,559.58,521.49,492.29,551.64,562.53,527.36,554.63,576.53,477.13,515.99,501.30,491.96,504.69,524.07,505.00,485.82,526.75,554.09,613.16,787.66,894.40,877.03,884.04,890.69,908.68,1010.84,991.41,1058.16,1096.71,1149.92,1159.46,1066.67,1016.00,,1.21,0.50,10.13,0.95,20.81,-6.81,-5.60,12.06,1.97,-6.25,5.17,3.95,-17.24,8.14,-2.85,-1.86,2.59,3.84,-3.64,-3.80,8.43,5.19,10.66,28.46,13.55,-1.94,0.80,0.75,2.02,11.24,-1.92,6.73,3.64,4.85,0.83,-8.00,-4.75,0.52,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
DemRepCongo,767.31,764.38,740.01,731.40,750.55,731.31,742.68,738.54,718.43,686.81,620.73,549.34,476.01,398.15,369.56,357.14,346.22,322.68,310.62,288.35,260.46,247.39,247.16,253.66,263.22,271.29,277.39,286.36,295.76,296.03,308.74,321.40,335.35,354.61,378.53,394.81,394.56,399.49,,-0.38,-3.19,-1.16,2.62,-2.56,1.56,-0.56,-2.72,-4.40,-9.62,-11.50,-13.35,-16.36,-7.18,-3.36,-3.06,-6.80,-3.74,-7.17,-9.67,-5.02,-0.09,2.63,3.77,3.07,2.25,3.23,3.29,0.09,4.29,4.10,4.34,5.74,6.75,4.30,-0.06,1.25,1.65,,,,,,,,,,,,,,,,,,
Djibouti,1756.15,1712.98,1686.52,1643.01,1632.40,1596.71,1520.87,1480.05,1470.20,1350.08,1279.29,1120.53,1196.84,1284.46,1224.79,1279.05,1181.04,1185.25,1128.94,1108.24,1083.79,1067.87,1059.90,1134.31,1227.64,1249.47,1381.74,1418.98,1464.36,1504.85,1524.06,1557.84,1596.11,1638.24,1744.78,1871.82,1990.95,2027.88,,-2.46,-1.54,-2.58,-0.65,-2.19,-4.75,-2.68,-0.67,-8.17,-5.24,-12.41,6.81,7.32,-4.65,4.43,-7.66,0.36,-4.75,-1.83,-2.21,-1.47,-0.75,7.02,8.23,1.78,10.59,2.70,3.20,2.76,1.28,2.22,2.46,2.64,6.50,7.28,6.36,1.86,2.77,,,,,,,,,,,,,,,,,,
EquatorialGuinea,643.82,641.45,624.11,624.51,600.63,656.13,624.59,635.51,635.35,610.96,584.19,562.64,737.54,796.52,903.73,1032.40,1671.96,4062.62,4887.26,5968.19,6855.04,10880.18,12627.25,13982.29,18753.42,21283.86,22290.19,24993.61,28644.84,28251.38,25047.65,25982.05,27413.08,25607.74,25064.18,22217.34,19811.65,18707.92,,-0.37,-2.70,0.06,-3.82,9.24,-4.81,1.75,-0.02,-3.84,-4.38,-3.69,31.09,8.00,13.46,14.24,61.95,142.99,20.30,22.12,14.86,58.72,16.06,10.73,34.12,13.49,4.73,12.13,14.61,-1.37,-11.34,3.73,5.51,-6.59,-2.12,-11.36,-10.83,-5.57,-7.37,,,,,,,,,,,,,,,,,,
Eritrea,301.65,299.59,297.58,295.53,293.51,291.46,303.94,317.35,315.05,312.56,309.89,353.07,402.07,438.22,509.21,496.35,518.08,544.37,538.46,526.08,499.27,528.16,523.84,487.06,471.46,467.39,449.85,444.96,390.61,395.07,394.62,419.74,441.11,446.61,461.96,479.32,490.95,500.71,,-0.69,-0.67,-0.69,-0.68,-0.70,4.28,4.41,-0.72,-0.79,-0.86,13.94,13.88,8.99,16.20,-2.52,4.38,5.07,-1.09,-2.30,-5.10,5.79,-0.82,-7.02,-3.20,-0.86,-3.75,-1.09,-12.21,1.14,-0.11,6.36,5.09,1.25,3.44,3.76,2.43,1.99,2.11,,,,,,,,,,,,,,,,,,
Ethiopia,204.25,195.14,188.15,197.66,194.91,170.59,182.76,201.25,195.29,188.26,187.46,167.41,147.64,162.85,163.37,168.10,183.40,183.86,172.57,176.33,181.73,191.27,188.65,179.29,197.81,214.90,231.39,250.49,269.52,284.78,311.23,336.08,354.70,381.03,408.13,437.72,457.44,490.07,,-4.46,-3.58,5.05,-1.39,-12.48,7.14,10.11,-2.96,-3.60,-0.43,-10.69,-11.81,10.30,0.32,2.90,9.10,0.25,-6.14,2.18,3.06,5.25,-1.37,-4.96,10.33,8.64,7.68,8.25,7.60,5.66,9.29,7.98,5.54,7.42,7.11,7.25,4.51,7.13,6.04,,,,,,,,,,,,,,,,,,
